date,district,rainfall,temperature,humidity,opd_visits,ambulance_calls,idsp_cases,larval_index,medicine_stock,disease_cases,risk,disease
2024-02-26,Thanjavur,63,27,79,263,41,,14,74,136,1,Cholera
2024-02-27,Thanjavur,70,26,81,218,29,,15,79,121,1,Cholera
2024-02-28,Thanjavur,3,29,79,585,70,270.0,8,42,246,1,Respiratory Infection
2024-02-29,Thanjavur,106,26,90,136,27,,19,87,34,1,Dengue
2024-03-01,Thanjavur,76,29,90,368,50,,16,64,168,1,Cholera
2024-03-02,Thanjavur,58,31,73,274,74,,13,73,86,1,Cholera
2024-03-03,Thanjavur,65,29,75,473,136,,14,53,110,1,Respiratory Infection
2024-03-04,Thanjavur,66,27,68,284,83,,13,72,77,1,Cholera
2024-03-05,Thanjavur,67,31,61,128,16,,12,88,55,1,Cholera
2024-03-06,Thanjavur,37,30,75,206,22,,11,80,72,0,Flu
2024-03-07,Thanjavur,143,27,81,422,97,157.0,22,58,209,1,Dengue
2024-03-08,Thanjavur,36,30,61,444,59,,9,56,100,0,Typhoid
2024-03-09,Thanjavur,79,29,90,454,135,,16,55,256,1,Respiratory Infection
2024-03-10,Thanjavur,1,30,71,508,150,,7,50,184,1,Respiratory Infection
2024-03-11,Thanjavur,82,29,67,336,80,,14,67,111,1,Cholera
2024-03-12,Thanjavur,0,27,93,120,18,,9,88,66,0,Flu
2024-03-13,Thanjavur,135,28,93,331,58,,22,67,167,1,Dengue
2024-03-14,Thanjavur,38,30,80,440,104,198.0,11,56,109,0,Typhoid
2024-03-15,Thanjavur,69,29,83,142,16,,15,86,77,1,Cholera
2024-03-16,Thanjavur,12,29,88,280,62,,10,72,128,0,Typhoid
2024-03-17,Thanjavur,1,26,63,289,78,,6,72,156,0,Typhoid
2024-03-18,Thanjavur,99,28,77,471,86,,17,53,144,1,Respiratory Infection
2024-03-19,Thanjavur,41,29,63,403,64,,10,60,108,0,Typhoid
2024-03-20,Thanjavur,123,27,60,212,48,,18,79,81,1,Cholera
2024-03-21,Thanjavur,63,31,84,515,90,109.0,14,49,146,1,Respiratory Infection
2024-03-22,Thanjavur,0,30,64,227,25,,6,78,64,0,Flu
2024-03-23,Thanjavur,62,29,83,112,19,,14,89,28,1,Cholera
2024-03-24,Thanjavur,0,29,72,348,75,,7,66,196,0,Typhoid
2024-03-25,Thanjavur,141,29,84,593,73,,22,41,225,1,Dengue
2024-03-26,Thanjavur,85,28,81,105,25,,16,90,44,1,Dengue
2024-03-27,Thanjavur,86,31,88,249,43,,17,76,94,1,Dengue
2024-03-28,Thanjavur,68,29,76,461,97,230.0,14,54,160,1,Respiratory Infection
2024-03-29,Thanjavur,99,28,85,472,122,,18,53,124,1,Dengue
2024-03-30,Thanjavur,124,28,83,465,62,,20,54,150,1,Dengue
2024-03-31,Thanjavur,0,26,85,193,47,,8,81,81,0,Flu
2024-04-01,Thanjavur,73,30,64,330,96,,13,67,85,1,Cholera
2024-04-02,Thanjavur,91,29,62,204,29,,15,80,53,1,Cholera
2024-04-03,Thanjavur,132,29,83,223,66,,21,78,103,1,Dengue
2024-04-04,Thanjavur,63,31,64,413,101,,12,59,205,1,Cholera
2024-04-05,Thanjavur,55,28,74,134,28,,12,87,48,1,Cholera
2024-04-06,Thanjavur,65,27,69,270,63,,13,73,107,1,Cholera
2024-04-07,Thanjavur,68,26,78,334,79,79.0,14,67,147,1,Cholera
2024-04-08,Thanjavur,65,29,73,366,40,,13,64,140,1,Cholera
2024-04-09,Thanjavur,88,26,71,270,71,,15,73,160,1,Cholera
2024-04-10,Thanjavur,21,30,90,373,94,,11,63,177,0,Typhoid
2024-04-11,Thanjavur,4,29,92,416,89,,9,59,242,0,Typhoid
2024-04-12,Thanjavur,103,30,73,436,107,,17,57,178,1,Cholera
2024-04-13,Thanjavur,0,31,88,444,132,,8,56,200,0,Typhoid
2024-04-14,Thanjavur,86,28,74,518,71,232.0,16,49,187,1,Respiratory Infection
2024-04-15,Thanjavur,104,26,84,353,56,,18,65,201,1,Dengue
2024-04-16,Thanjavur,57,30,61,406,115,,11,60,207,1,Cholera
2024-04-17,Thanjavur,37,29,79,138,25,,11,87,55,0,Flu
2024-04-18,Thanjavur,97,28,88,432,83,,18,57,152,1,Dengue
2024-04-19,Thanjavur,62,27,72,481,143,,13,52,101,1,Respiratory Infection
2024-04-20,Thanjavur,93,31,78,389,98,,17,62,145,1,Cholera
2024-04-21,Thanjavur,67,29,64,438,92,214.0,13,57,234,1,Cholera
2024-04-22,Thanjavur,60,26,61,161,34,,12,84,72,1,Cholera
2024-04-23,Thanjavur,40,31,87,564,63,,12,44,262,1,Respiratory Infection
2024-04-24,Thanjavur,18,26,66,548,101,,8,46,150,1,Respiratory Infection
2024-04-25,Thanjavur,72,31,76,470,94,,14,53,211,1,Respiratory Infection
2024-04-26,Thanjavur,108,26,70,444,98,,17,56,110,1,Cholera
2024-04-27,Thanjavur,30,31,87,178,34,,11,83,64,0,Flu
2024-04-28,Thanjavur,111,26,60,445,56,157.0,17,56,194,1,Cholera
2024-04-29,Thanjavur,98,26,73,282,61,,17,72,85,1,Cholera
2024-01-01,Ranipet,0,32,93,481,142,,9,52,130,1,Respiratory Infection
2024-01-02,Ranipet,91,30,74,333,39,,16,67,178,1,Cholera
2024-01-03,Ranipet,31,35,80,594,68,,11,41,335,1,Respiratory Infection
2024-01-04,Ranipet,138,33,91,243,60,,22,76,144,1,Dengue
2024-01-05,Ranipet,41,34,81,472,131,,12,53,134,1,Respiratory Infection
2024-01-06,Ranipet,113,35,66,428,101,,17,58,117,1,Cholera
2024-01-07,Ranipet,66,33,86,478,123,120.0,15,53,140,1,Respiratory Infection
2024-01-08,Ranipet,52,31,78,395,107,,13,61,223,1,Cholera
2024-01-09,Ranipet,114,33,93,171,50,,20,83,37,1,Dengue
2024-01-10,Ranipet,87,31,70,542,101,,15,46,274,1,Respiratory Infection
2024-01-11,Ranipet,112,32,92,246,67,,20,76,109,1,Dengue
2024-01-12,Ranipet,20,31,77,484,127,,9,52,103,1,Respiratory Infection
2024-01-13,Ranipet,19,32,73,508,61,,9,50,103,1,Respiratory Infection
2024-01-14,Ranipet,87,33,63,136,33,43.0,15,87,31,1,Cholera
2024-01-15,Ranipet,73,32,70,431,106,,14,57,254,1,Cholera
2024-01-16,Ranipet,65,31,64,148,26,,12,86,55,1,Cholera
2024-01-17,Ranipet,51,32,78,461,102,,12,54,159,1,Respiratory Infection
2024-01-18,Ranipet,56,30,68,345,38,,12,66,202,1,Cholera
2024-01-19,Ranipet,84,34,63,477,122,,14,53,242,1,Respiratory Infection
2024-01-20,Ranipet,74,33,75,139,20,,14,87,69,1,Cholera
2024-01-21,Ranipet,32,34,78,579,109,191.0,11,43,197,1,Respiratory Infection
2024-01-22,Ranipet,46,30,89,359,90,,13,65,176,0,Typhoid
2024-01-23,Ranipet,43,30,69,131,17,,11,87,54,0,Flu
2024-01-24,Ranipet,20,32,88,263,36,,10,74,139,0,Typhoid
2024-01-25,Ranipet,86,34,66,448,73,,15,56,167,1,Cholera
2024-01-26,Ranipet,96,33,61,239,55,,15,77,85,1,Cholera
2024-01-27,Ranipet,48,35,86,396,71,,13,61,188,0,Typhoid
2024-01-28,Ranipet,103,30,74,126,13,29.0,17,88,34,1,Cholera
2024-01-29,Ranipet,59,30,70,211,30,,12,79,63,1,Cholera
2024-01-30,Ranipet,132,35,79,561,69,,21,44,185,1,Respiratory Infection
2024-01-31,Ranipet,48,30,79,124,27,,12,88,25,0,Flu
2024-02-01,Ranipet,0,32,60,594,109,,6,41,286,1,Respiratory Infection
2024-02-02,Ranipet,118,30,84,328,40,,20,68,187,1,Dengue
2024-02-03,Ranipet,53,35,79,155,25,,13,85,84,1,Cholera
2024-02-04,Ranipet,55,34,62,372,86,,11,63,136,1,Cholera
2024-02-05,Ranipet,18,31,92,221,54,,11,78,51,0,Flu
2024-02-06,Ranipet,79,34,74,150,25,,15,85,35,1,Cholera
2024-02-07,Ranipet,66,31,65,267,30,73.0,13,74,142,1,Cholera
2024-02-08,Ranipet,64,32,88,384,77,,15,62,219,1,Cholera
2024-02-09,Ranipet,59,30,78,467,84,,13,54,188,1,Respiratory Infection
2024-02-10,Ranipet,0,31,93,402,113,,9,60,101,0,Typhoid
2024-02-11,Ranipet,16,32,61,276,50,,7,73,119,0,Typhoid
2024-02-12,Ranipet,40,30,61,500,83,,10,50,276,1,Respiratory Infection
2024-02-13,Ranipet,100,33,80,149,24,,18,86,65,1,Cholera
2024-02-14,Ranipet,56,33,87,469,88,211.0,14,54,153,1,Respiratory Infection
2024-02-15,Ranipet,0,30,84,108,29,,8,90,57,0,Flu
2024-02-16,Ranipet,102,30,67,247,34,,16,76,116,1,Cholera
2024-02-17,Ranipet,13,35,71,166,23,,8,84,52,0,Flu
2024-02-18,Ranipet,109,32,71,381,56,,18,62,217,1,Cholera
2024-02-19,Ranipet,74,35,93,296,78,,16,71,84,1,Cholera
2024-02-20,Ranipet,79,31,67,495,98,,14,51,186,1,Respiratory Infection
2024-02-21,Ranipet,79,34,73,397,110,166.0,15,61,213,1,Cholera
2024-02-22,Ranipet,7,30,76,287,58,,8,72,119,0,Typhoid
2024-02-23,Ranipet,29,34,82,186,37,,11,82,40,0,Flu
2024-02-24,Ranipet,28,31,60,312,78,,8,69,176,0,Typhoid
2024-02-25,Ranipet,103,31,63,450,59,,16,55,268,1,Cholera
2024-02-26,Ranipet,41,32,92,186,19,,13,82,95,0,Flu
2024-02-27,Ranipet,108,32,60,397,76,,16,61,137,1,Cholera
2024-02-28,Ranipet,50,30,87,359,77,165.0,13,65,99,0,Typhoid
2024-02-29,Ranipet,36,32,94,561,138,,13,44,153,1,Respiratory Infection
2024-03-01,Ranipet,73,35,79,376,52,,15,63,115,1,Cholera
2024-03-02,Ranipet,100,31,63,111,30,,16,89,65,1,Cholera
2024-03-03,Ranipet,11,30,69,369,58,,8,64,88,0,Typhoid
2024-03-04,Ranipet,0,32,72,286,32,,7,72,143,0,Typhoid
2024-03-05,Ranipet,0,33,78,316,59,,7,69,111,0,Typhoid
2024-03-06,Ranipet,130,31,90,506,115,,22,50,283,1,Dengue
2024-03-07,Ranipet,101,30,69,457,132,148.0,17,55,250,1,Respiratory Infection
2024-03-08,Ranipet,110,31,60,492,62,,17,51,112,1,Respiratory Infection
2024-03-09,Ranipet,32,32,73,151,20,,10,85,67,0,Flu
2024-03-10,Ranipet,48,31,81,464,125,,12,54,103,1,Respiratory Infection
2024-03-11,Ranipet,43,34,76,348,98,,11,66,181,0,Typhoid
2024-03-12,Ranipet,117,33,73,464,121,,19,54,206,1,Respiratory Infection
2024-03-13,Ranipet,0,30,89,306,54,,8,70,176,0,Typhoid
2024-03-14,Ranipet,101,32,93,462,71,183.0,19,54,243,1,Dengue
2024-03-15,Ranipet,57,32,75,197,56,,13,81,80,1,Cholera
2024-03-16,Ranipet,84,31,86,305,39,,17,70,64,1,Dengue
2024-03-17,Ranipet,119,32,61,273,52,,18,73,80,1,Cholera
2024-03-18,Ranipet,1,34,73,402,114,,7,60,147,0,Typhoid
2024-03-19,Ranipet,42,35,94,422,85,,13,58,197,0,Typhoid
2024-03-20,Ranipet,118,31,83,153,22,,20,85,38,1,Dengue
2024-03-21,Ranipet,54,31,88,591,72,130.0,14,41,323,1,Respiratory Infection
2024-03-22,Ranipet,94,32,87,455,61,,18,55,269,1,Dengue
2024-03-23,Ranipet,109,33,94,437,53,,20,57,96,1,Dengue
2024-03-24,Ranipet,1,30,62,317,72,,6,69,184,0,Typhoid
2024-03-25,Ranipet,46,32,92,599,133,,13,41,120,1,Respiratory Infection
2024-03-26,Ranipet,76,34,61,114,17,,13,89,49,1,Cholera
2024-03-27,Ranipet,55,30,68,256,60,,12,75,129,1,Cholera
2024-03-28,Ranipet,106,33,63,121,36,45.0,16,88,45,1,Cholera
2024-03-29,Ranipet,30,31,78,365,102,,10,64,149,0,Typhoid
2024-03-30,Ranipet,28,31,77,401,112,,10,60,202,0,Typhoid
2024-03-31,Ranipet,36,35,66,406,86,,10,60,235,0,Typhoid
2024-04-01,Ranipet,18,35,62,442,101,,8,56,111,0,Typhoid
2024-04-02,Ranipet,32,33,84,567,130,,11,44,146,1,Respiratory Infection
2024-04-03,Ranipet,22,32,61,233,24,,8,77,88,0,Flu
2024-04-04,Ranipet,75,33,73,392,79,,14,61,159,1,Cholera
2024-04-05,Ranipet,44,34,61,126,19,,10,88,44,0,Flu
2024-04-06,Ranipet,123,30,65,182,43,,18,82,101,1,Cholera
2024-04-07,Ranipet,55,30,80,585,144,204.0,13,42,129,1,Respiratory Infection
2024-04-08,Ranipet,144,32,89,140,14,,23,86,62,1,Dengue
2024-04-09,Ranipet,79,33,93,327,64,,17,68,85,1,Cholera
2024-04-10,Ranipet,82,35,70,480,94,,15,52,165,1,Respiratory Infection
2024-04-11,Ranipet,67,35,66,156,27,,13,85,52,1,Cholera
2024-04-12,Ranipet,109,34,80,421,72,,18,58,131,1,Cholera
2024-04-13,Ranipet,83,34,78,538,96,,16,47,315,1,Respiratory Infection
2024-04-14,Ranipet,93,30,94,275,67,97.0,18,73,104,1,Dengue
2024-04-15,Ranipet,66,30,63,229,68,,12,78,106,1,Cholera
2024-04-16,Ranipet,28,30,92,347,56,,12,66,78,0,Typhoid
2024-04-17,Ranipet,59,31,77,415,73,,13,59,225,1,Cholera
2024-04-18,Ranipet,32,30,67,334,92,,9,67,157,0,Typhoid
2024-04-19,Ranipet,59,31,81,205,31,,14,80,50,1,Cholera
2024-04-20,Ranipet,94,33,92,568,96,,18,44,295,1,Dengue
2024-04-21,Ranipet,61,33,63,281,49,79.0,12,72,101,1,Cholera
2024-04-22,Ranipet,86,35,79,244,63,,16,76,66,1,Cholera
2024-04-23,Ranipet,36,32,82,154,42,,11,85,37,0,Flu
2024-04-24,Ranipet,48,35,73,258,39,,12,75,53,0,Typhoid
2024-04-25,Ranipet,69,32,66,545,61,,13,46,124,1,Respiratory Infection
2024-04-26,Ranipet,115,34,85,339,35,,20,67,110,1,Dengue
2024-04-27,Ranipet,134,31,93,465,93,,22,54,271,1,Dengue
2024-04-28,Ranipet,116,31,65,596,116,181.0,18,41,330,1,Respiratory Infection
2024-04-29,Ranipet,19,34,61,500,146,,8,50,198,1,Respiratory Infection
2024-01-01,Sivagangai,81,31,94,383,72,,17,62,212,1,Dengue
2024-01-02,Sivagangai,42,32,81,186,34,,12,82,56,0,Flu
2024-01-03,Sivagangai,112,32,93,206,49,,20,80,50,1,Dengue
2024-01-04,Sivagangai,80,32,90,203,31,,17,80,51,1,Cholera
2024-01-05,Sivagangai,0,32,85,406,94,,8,60,150,0,Typhoid
2024-01-06,Sivagangai,53,32,65,191,45,,11,81,89,1,Cholera
2024-01-07,Sivagangai,72,29,85,221,30,46.0,15,78,63,1,Cholera
2024-01-08,Sivagangai,113,34,83,201,28,,19,80,70,1,Dengue
2024-01-09,Sivagangai,7,31,89,150,15,,9,85,84,0,Flu
2024-01-10,Sivagangai,71,34,79,345,93,,15,66,139,1,Cholera
2024-01-11,Sivagangai,98,29,83,272,49,,18,73,101,1,Dengue
2024-01-12,Sivagangai,23,33,82,489,103,,10,52,248,1,Respiratory Infection
2024-01-13,Sivagangai,77,32,81,497,99,,15,51,223,1,Respiratory Infection
2024-01-14,Sivagangai,29,30,69,466,87,109.0,9,54,232,1,Respiratory Infection
2024-01-15,Sivagangai,121,29,64,448,66,,18,56,223,1,Cholera
2024-01-16,Sivagangai,93,29,85,207,25,,17,80,109,1,Dengue
2024-01-17,Sivagangai,124,29,79,312,56,,20,69,97,1,Cholera
2024-01-18,Sivagangai,153,31,77,376,109,,23,63,94,1,Cholera
2024-01-19,Sivagangai,48,32,87,596,174,,13,41,128,1,Respiratory Infection
2024-01-20,Sivagangai,108,33,83,157,33,,19,85,62,1,Dengue
2024-01-21,Sivagangai,32,30,65,241,31,58.0,9,76,80,0,Flu
2024-01-22,Sivagangai,110,29,73,478,79,,18,53,98,1,Respiratory Infection
2024-01-23,Sivagangai,46,30,82,590,94,,12,41,219,1,Respiratory Infection
2024-01-24,Sivagangai,71,34,61,329,63,,13,68,170,1,Cholera
2024-01-25,Sivagangai,111,33,90,205,42,,20,80,83,1,Dengue
2024-01-26,Sivagangai,8,31,84,541,77,,9,46,179,1,Respiratory Infection
2024-01-27,Sivagangai,74,33,94,374,106,,16,63,98,1,Cholera
2024-01-28,Sivagangai,96,32,79,402,102,133.0,17,60,146,1,Cholera
2024-01-29,Sivagangai,29,34,90,192,43,,11,81,47,0,Flu
2024-01-30,Sivagangai,82,33,69,258,73,,15,75,100,1,Cholera
2024-01-31,Sivagangai,34,34,62,140,24,,9,86,51,0,Flu
2024-02-01,Sivagangai,35,33,63,377,78,,9,63,98,0,Typhoid
2024-02-02,Sivagangai,93,33,82,137,27,,17,87,37,1,Dengue
2024-02-03,Sivagangai,40,31,85,373,51,,12,63,208,0,Typhoid
2024-02-04,Sivagangai,116,31,67,551,103,,18,45,294,1,Respiratory Infection
2024-02-05,Sivagangai,57,33,91,108,31,,14,90,59,1,Cholera
2024-02-06,Sivagangai,118,33,75,326,33,,19,68,112,1,Cholera
2024-02-07,Sivagangai,66,34,91,165,33,52.0,15,84,46,1,Cholera
2024-02-08,Sivagangai,96,29,68,558,101,,16,45,328,1,Respiratory Infection
2024-02-09,Sivagangai,147,34,64,197,28,,21,81,42,1,Cholera
2024-02-10,Sivagangai,21,33,90,477,53,,11,53,131,1,Respiratory Infection
2024-02-11,Sivagangai,0,34,92,119,34,,9,89,58,0,Flu
2024-02-12,Sivagangai,130,29,80,302,37,,21,70,149,1,Cholera
2024-02-13,Sivagangai,99,31,89,167,47,,18,84,78,1,Dengue
2024-02-14,Sivagangai,32,30,67,228,48,83.0,9,78,97,0,Flu
2024-02-15,Sivagangai,62,34,64,176,49,,12,83,59,1,Cholera
2024-02-16,Sivagangai,25,31,76,209,48,,10,80,50,0,Flu
2024-02-17,Sivagangai,35,32,70,520,68,,10,48,250,1,Respiratory Infection
2024-02-18,Sivagangai,42,34,75,254,37,,11,75,121,0,Typhoid
2024-02-19,Sivagangai,35,32,80,474,80,,11,53,148,1,Respiratory Infection
2024-02-20,Sivagangai,34,32,85,366,69,,11,64,160,0,Typhoid
2024-02-21,Sivagangai,51,31,80,194,27,84.0,13,81,115,1,Cholera
2024-02-22,Sivagangai,43,31,86,335,94,,12,67,84,0,Typhoid
2024-02-23,Sivagangai,22,29,84,359,92,,10,65,207,0,Typhoid
2024-02-24,Sivagangai,93,29,77,341,40,,17,66,187,1,Cholera
2024-02-25,Sivagangai,66,31,85,372,93,,15,63,164,1,Cholera
2024-02-26,Sivagangai,75,29,80,145,23,,15,86,33,1,Cholera
2024-02-27,Sivagangai,54,30,84,464,132,,13,54,259,1,Respiratory Infection
2024-02-28,Sivagangai,62,33,93,156,40,45.0,15,85,68,1,Cholera
2024-02-29,Sivagangai,24,29,73,552,163,,9,45,150,1,Respiratory Infection
2024-03-01,Sivagangai,40,31,90,496,69,,13,51,255,1,Respiratory Infection
2024-03-02,Sivagangai,39,32,94,381,61,,13,62,189,0,Typhoid
2024-03-03,Sivagangai,147,29,69,217,34,,21,79,111,1,Cholera
2024-03-04,Sivagangai,85,34,61,509,64,,14,50,116,1,Respiratory Infection
2024-03-05,Sivagangai,71,31,80,436,66,,15,57,140,1,Cholera
2024-03-06,Sivagangai,99,31,79,128,27,,17,88,45,1,Cholera
2024-03-07,Sivagangai,86,32,88,565,157,194.0,17,44,206,1,Dengue
2024-03-08,Sivagangai,45,29,76,128,25,,12,88,65,0,Flu
2024-03-09,Sivagangai,13,30,76,482,68,,8,52,231,1,Respiratory Infection
2024-03-10,Sivagangai,114,30,61,396,98,,17,61,231,1,Cholera
2024-03-11,Sivagangai,42,33,87,368,67,,12,64,128,0,Typhoid
2024-03-12,Sivagangai,30,34,94,430,104,,12,57,92,0,Typhoid
2024-03-13,Sivagangai,26,33,86,475,117,,11,53,219,1,Respiratory Infection
2024-03-14,Sivagangai,2,32,71,311,67,155.0,7,69,160,0,Typhoid
2024-03-15,Sivagangai,45,33,63,163,41,,10,84,77,0,Flu
2024-03-16,Sivagangai,66,30,76,570,130,,14,43,155,1,Respiratory Infection
2024-03-17,Sivagangai,46,31,81,542,144,,12,46,123,1,Respiratory Infection
2024-03-18,Sivagangai,65,34,78,157,18,,14,85,68,1,Cholera
2024-03-19,Sivagangai,28,32,74,101,21,,10,90,41,0,Flu
2024-03-20,Sivagangai,92,31,94,449,114,,18,56,116,1,Dengue
2024-03-21,Sivagangai,51,29,77,511,130,184.0,12,49,241,1,Respiratory Infection
2024-03-22,Sivagangai,13,32,81,291,65,,9,71,141,0,Typhoid
2024-03-23,Sivagangai,59,30,65,357,48,,12,65,160,1,Cholera
2024-03-24,Sivagangai,94,33,71,252,65,,16,75,144,1,Cholera
2024-03-25,Sivagangai,0,30,91,373,39,,9,63,178,0,Typhoid
2024-03-26,Sivagangai,89,32,77,228,34,,16,78,122,1,Cholera
2024-03-27,Sivagangai,26,32,91,269,43,,11,74,160,0,Typhoid
2024-03-28,Sivagangai,88,31,77,203,54,99.0,16,80,96,1,Cholera
2024-03-29,Sivagangai,24,33,64,131,37,,8,87,70,0,Flu
2024-03-30,Sivagangai,116,31,83,519,102,,19,49,112,1,Dengue
2024-03-31,Sivagangai,52,29,70,241,64,,12,76,49,1,Cholera
2024-04-01,Sivagangai,75,32,92,445,68,,16,56,186,1,Cholera
2024-04-02,Sivagangai,128,32,74,290,75,,20,71,159,1,Cholera
2024-04-03,Sivagangai,72,32,71,402,110,,14,60,214,1,Cholera
2024-04-04,Sivagangai,13,30,86,504,97,,9,50,253,1,Respiratory Infection
2024-04-05,Sivagangai,17,31,76,186,45,,9,82,49,0,Flu
2024-04-06,Sivagangai,66,32,78,121,35,,14,88,71,1,Cholera
2024-04-07,Sivagangai,48,33,90,121,30,60.0,13,88,44,0,Flu
2024-04-08,Sivagangai,94,30,60,435,63,,15,57,209,1,Cholera
2024-04-09,Sivagangai,42,29,62,191,36,,10,81,111,0,Flu
2024-04-10,Sivagangai,87,33,79,410,104,,16,59,206,1,Cholera
2024-04-11,Sivagangai,1,30,86,405,97,,8,60,216,0,Typhoid
2024-04-12,Sivagangai,26,30,63,481,128,,8,52,170,1,Respiratory Infection
2024-04-13,Sivagangai,12,33,85,389,74,,9,62,86,0,Typhoid
2024-04-14,Sivagangai,97,29,83,445,52,196.0,18,56,228,1,Dengue
2024-04-15,Sivagangai,68,31,66,105,18,,13,90,23,1,Cholera
2024-04-16,Sivagangai,0,33,67,224,23,,6,78,103,0,Flu
2024-04-17,Sivagangai,14,34,91,350,94,,10,65,124,0,Typhoid
2024-04-18,Sivagangai,0,33,61,400,104,,6,60,177,0,Typhoid
2024-04-19,Sivagangai,53,30,68,385,63,,12,62,198,1,Cholera
2024-04-20,Sivagangai,90,34,89,452,51,,17,55,180,1,Dengue
2024-04-21,Sivagangai,46,34,88,493,74,234.0,13,51,162,1,Respiratory Infection
2024-04-22,Sivagangai,43,32,85,589,132,,12,42,320,1,Respiratory Infection
2024-04-23,Sivagangai,60,34,77,112,21,,13,89,66,1,Cholera
2024-04-24,Sivagangai,58,33,61,277,69,,11,73,119,1,Cholera
2024-04-25,Sivagangai,47,34,75,231,48,,12,77,87,0,Flu
2024-04-26,Sivagangai,66,31,82,358,65,,14,65,109,1,Cholera
2024-04-27,Sivagangai,105,29,93,440,49,,19,56,134,1,Dengue
2024-04-28,Sivagangai,77,33,88,330,70,155.0,16,67,190,1,Cholera
2024-04-29,Sivagangai,100,33,83,207,20,,18,80,54,1,Dengue
2024-01-01,Virudhunagar,142,31,87,259,65,,22,75,91,1,Dengue
2024-01-02,Virudhunagar,23,35,83,286,76,,10,72,81,0,Typhoid
2024-01-03,Virudhunagar,59,35,69,434,96,,12,57,241,1,Cholera
2024-01-04,Virudhunagar,38,33,80,327,90,,11,68,66,0,Typhoid
2024-01-05,Virudhunagar,72,32,94,527,85,,16,48,301,1,Respiratory Infection
2024-01-06,Virudhunagar,9,30,83,473,102,,9,53,191,1,Respiratory Infection
2024-01-07,Virudhunagar,64,33,85,116,34,47.0,14,89,48,1,Cholera
2024-01-08,Virudhunagar,49,31,66,437,109,,11,57,194,0,Typhoid
2024-01-09,Virudhunagar,60,32,88,129,35,,14,88,55,1,Cholera
2024-01-10,Virudhunagar,66,30,78,153,16,,14,85,69,1,Cholera
2024-01-11,Virudhunagar,29,33,88,117,21,,11,89,43,0,Flu
2024-01-12,Virudhunagar,50,32,91,349,39,,14,66,90,0,Typhoid
2024-01-13,Virudhunagar,76,34,77,433,120,,15,57,100,1,Cholera
2024-01-14,Virudhunagar,38,31,70,239,44,93.0,10,77,65,0,Flu
2024-01-15,Virudhunagar,0,31,88,282,58,,8,72,144,0,Typhoid
2024-01-16,Virudhunagar,2,33,66,264,32,,6,74,131,0,Typhoid
2024-01-17,Virudhunagar,125,34,88,297,51,,21,71,85,1,Dengue
2024-01-18,Virudhunagar,53,35,90,291,66,,14,71,145,1,Cholera
2024-01-19,Virudhunagar,0,33,92,317,38,,9,69,113,0,Typhoid
2024-01-20,Virudhunagar,88,33,63,235,60,,15,77,139,1,Cholera
2024-01-21,Virudhunagar,103,32,65,413,75,154.0,16,59,237,1,Cholera
2024-01-22,Virudhunagar,101,35,66,227,65,,16,78,126,1,Cholera
2024-01-23,Virudhunagar,4,35,79,164,21,,8,84,83,0,Flu
2024-01-24,Virudhunagar,16,32,62,597,79,,7,41,268,1,Respiratory Infection
2024-01-25,Virudhunagar,79,34,75,242,51,,15,76,143,1,Cholera
2024-01-26,Virudhunagar,107,30,77,348,50,,18,66,81,1,Cholera
2024-01-27,Virudhunagar,43,33,64,539,109,,10,47,192,1,Respiratory Infection
2024-01-28,Virudhunagar,108,35,91,447,72,107.0,19,56,112,1,Dengue
2024-01-29,Virudhunagar,4,35,78,552,73,,8,45,315,1,Respiratory Infection
2024-01-30,Virudhunagar,113,34,91,213,55,,20,79,47,1,Dengue
2024-01-31,Virudhunagar,84,30,81,483,85,,16,52,200,1,Dengue
2024-02-01,Virudhunagar,93,32,82,246,38,,17,76,134,1,Dengue
2024-02-02,Virudhunagar,86,31,76,164,31,,16,84,89,1,Cholera
2024-02-03,Virudhunagar,56,34,65,187,30,,12,82,42,1,Cholera
2024-02-04,Virudhunagar,74,33,73,288,77,,14,72,168,1,Cholera
2024-02-05,Virudhunagar,52,32,64,299,84,,11,71,150,1,Cholera
2024-02-06,Virudhunagar,38,33,68,347,75,,10,66,99,0,Typhoid
2024-02-07,Virudhunagar,81,31,75,411,49,179.0,15,59,211,1,Cholera
2024-02-08,Virudhunagar,50,33,75,562,153,,12,44,317,1,Respiratory Infection
2024-02-09,Virudhunagar,51,34,86,258,47,,13,75,101,1,Cholera
2024-02-10,Virudhunagar,17,31,70,580,162,,8,42,288,1,Respiratory Infection
2024-02-11,Virudhunagar,84,33,79,345,68,,16,66,121,1,Cholera
2024-02-12,Virudhunagar,60,32,62,556,129,,12,45,138,1,Respiratory Infection
2024-02-13,Virudhunagar,85,34,74,177,49,,15,83,83,1,Cholera
2024-02-14,Virudhunagar,43,33,77,386,110,86.0,12,62,91,0,Typhoid
2024-02-15,Virudhunagar,146,31,84,109,13,,23,90,53,1,Dengue
2024-02-16,Virudhunagar,6,31,82,168,45,,8,84,63,0,Flu
2024-02-17,Virudhunagar,14,30,67,573,110,,8,43,261,1,Respiratory Infection
2024-02-18,Virudhunagar,0,33,87,414,119,,8,59,124,0,Typhoid
2024-02-19,Virudhunagar,28,33,94,434,75,,12,57,258,0,Typhoid
2024-02-20,Virudhunagar,158,31,64,326,85,,22,68,114,1,Cholera
2024-02-21,Virudhunagar,51,34,88,424,90,108.0,13,58,157,1,Cholera
